req_id,req_title,module,test_case,level,technique,status
REQ-01,Autenticacao e autorizacao,Auth,AuthenticateAsync_CaseSensitive_WithDifferentCase_ReturnsNull,Unidade,Classe invalida,Ativo
REQ-01,Autenticacao e autorizacao,Auth,RegisterAsync_MultipleUsersWithDifferentRoles,Unidade,Decisao/estado,Ativo
REQ-01,Autenticacao e autorizacao,Auth,ValidatePasswordLength_WithSpecialCharacters_StillValidatesLength,Unidade,Valor limite,Ativo
REQ-01,Autenticacao e autorizacao,Auth,AuthenticateAsync_WithWhitespaceInPassword_TreatsAsPartOfPassword,Unidade,Caminho principal,Ativo
REQ-08,Automacoes,Automation,GetAllAsync_WithNoAutomations_ReturnsEmptyList,Unidade,Classe invalida,Ativo
REQ-08,Automacoes,Automation,GetAllAsync_WithMultipleAutomations_ReturnsAll,Unidade,Volume/colecao,Ativo
REQ-08,Automacoes,Automation,GetByIdAsync_WithValidId_ReturnsAutomation,Unidade,Caminho principal,Ativo
REQ-08,Automacoes,Automation,CreateAsync_WithValidData_CreatesAutomation,Unidade,Caminho principal,Ativo
REQ-08,Automacoes,Automation,UpdateAsync_WithValidData_UpdatesAutomation,Unidade,Caminho principal,Ativo
REQ-08,Automacoes,Automation,DeleteAsync_WithValidId_DeletesAutomation,Unidade,Caminho principal,Ativo
REQ-08,Automacoes,Automation,CreateAsync_WithManualMode_SetsOperationModeCorrectly,Unidade,Decisao/estado,Ativo
REQ-08,Automacoes,Automation,CreateAsync_WithAutomaticMode_SetsOperationModeCorrectly,Unidade,Decisao/estado,Ativo
REQ-08,Automacoes,Automation,UpdateAsync_ChangeFromManualToAutomatic,Unidade,Caminho principal,Ativo
REQ-08,Automacoes,Automation,UpdateAsync_ChangeFromAutomaticToManual,Unidade,Caminho principal,Ativo
REQ-08,Automacoes,Automation,ActivateAsync_WithInactiveAutomation_Activates,Unidade,Decisao/estado,Ativo
REQ-08,Automacoes,Automation,DeactivateAsync_WithActiveAutomation_Deactivates,Unidade,Decisao/estado,Ativo
REQ-08,Automacoes,Automation,ActivateAsync_WithAlreadyActiveAutomation_RemainActive,Unidade,Decisao/estado,Ativo
REQ-08,Automacoes,Automation,DeactivateAsync_WithNonExistentAutomation_ReturnsNull,Unidade,Classe invalida,Ativo
REQ-08,Automacoes,Automation,GetByBatchIdAsync_ReturnAutomationsForBatch,Unidade,Volume/colecao,Ativo
REQ-08,Automacoes,Automation,GetByBatchIdAsync_WithDifferentBatches_ReturnsOnlyForSpecificBatch,Unidade,Volume/colecao,Ativo
REQ-08,Automacoes,Automation,GetActiveAsync_ReturnsOnlyActiveAutomations,Unidade,Caminho principal,Ativo
REQ-08,Automacoes,Automation,GetActiveAsync_WithNoActiveAutomations_ReturnsEmptyList,Unidade,Classe invalida,Ativo
REQ-08,Automacoes,Automation,CreateAsync_WithTemperatureTrigger_StoresCondition,Unidade,Decisao/estado,Ativo
REQ-08,Automacoes,Automation,CreateAsync_WithHumidityTrigger_StoresCondition,Unidade,Decisao/estado,Ativo
REQ-08,Automacoes,Automation,UpdateAsync_ChangeTriggerCondition,Unidade,Decisao/estado,Ativo
REQ-08,Automacoes,Automation,CreateAsync_WithNullTriggerCondition_ReturnsNull,Unidade,Classe invalida,Ignorado
REQ-08,Automacoes,Automation,GetByBatchIdAsync_WithMultipleAutomations_LargeCount,Unidade,Volume/colecao,Ativo
REQ-08,Automacoes,Automation,ActivateDeactivateSequence_Works,Unidade,Decisao/estado,Ativo
REQ-05,Lotes operacionais,Batch,GetAllAsync_WithNoBatches_ReturnsEmptyList,Unidade,Classe invalida,Ativo
REQ-05,Lotes operacionais,Batch,GetAllAsync_WithMultipleBatches_ReturnsAll,Unidade,Volume/colecao,Ativo
REQ-05,Lotes operacionais,Batch,GetByIdAsync_WithValidId_ReturnsBatch,Unidade,Volume/colecao,Ativo
REQ-05,Lotes operacionais,Batch,GetByIdAsync_WithInvalidId_ReturnsNull,Unidade,Classe invalida,Ativo
REQ-05,Lotes operacionais,Batch,CreateAsync_WithValidData_CreatesBatch,Unidade,Volume/colecao,Ativo
REQ-05,Lotes operacionais,Batch,CreateAsync_WithInvalidPlanId_ReturnsNull,Unidade,Classe invalida,Ativo
REQ-05,Lotes operacionais,Batch,UpdateAsync_WithValidData_UpdatesBatch,Unidade,Volume/colecao,Ativo
REQ-05,Lotes operacionais,Batch,UpdateAsync_WithNonExistentBatch_ReturnsNull,Unidade,Classe invalida,Ativo
REQ-05,Lotes operacionais,Batch,DeleteAsync_WithValidId_DeletesBatch,Unidade,Volume/colecao,Ativo
REQ-05,Lotes operacionais,Batch,DeleteAsync_WithInvalidId_ReturnsFalse,Unidade,Classe invalida,Ativo
REQ-05,Lotes operacionais,Batch,GetByPlanIdAsync_WithValidPlanId_ReturnsBatchesForPlan,Unidade,Volume/colecao,Ativo
REQ-05,Lotes operacionais,Batch,GetByPlanIdAsync_WithInvalidPlanId_ReturnsEmptyList,Unidade,Classe invalida,Ativo
REQ-05,Lotes operacionais,Batch,GetByPlanIdAsync_WithMultiplePlans_ReturnsBatchesForSpecificPlan,Unidade,Volume/colecao,Ativo
REQ-05,Lotes operacionais,Batch,CreateAsync_WithValidStatus_CreatesWithCorrectStatus (Ativo),Unidade,Decisao/estado,Ativo
REQ-05,Lotes operacionais,Batch,CreateAsync_WithValidStatus_CreatesWithCorrectStatus (Encerrado),Unidade,Decisao/estado,Ativo
REQ-05,Lotes operacionais,Batch,CreateAsync_WithValidStatus_CreatesWithCorrectStatus (Suspenso),Unidade,Decisao/estado,Ativo
REQ-05,Lotes operacionais,Batch,UpdateAsync_ChangeStatus_FromAtivoToEncerrado,Unidade,Decisao/estado,Ativo
REQ-05,Lotes operacionais,Batch,UpdateAsync_ChangeStatus_FromAtivoToSuspenso,Unidade,Decisao/estado,Ativo
REQ-05,Lotes operacionais,Batch,CreateAsync_WithLossPercentage_StoredCorrectly,Unidade,Caminho principal,Ativo
REQ-05,Lotes operacionais,Batch,CreateAsync_WithPartialDivisions_StoredCorrectly,Unidade,Caminho principal,Ativo
REQ-05,Lotes operacionais,Batch,UpdateAsync_IncreaseProductivity_Successful,Unidade,Caminho principal,Ativo
REQ-05,Lotes operacionais,Batch,UpdateAsync_RecordLosses_Successful,Unidade,Caminho principal,Ativo
REQ-05,Lotes operacionais,Batch,CreateAsync_WithLossPercentageZero_Allowed,Unidade,Valor limite,Ativo
REQ-05,Lotes operacionais,Batch,CreateAsync_WithHighProductivity_Allowed,Unidade,Volume/colecao,Ativo
REQ-05,Lotes operacionais,Batch,CreateAsync_WithZeroDivisions_Allowed,Unidade,Valor limite,Ativo
REQ-05,Lotes operacionais,Batch,DeleteAsync_BatchWithoutTasks_DeletesSuccessfully,Unidade,Volume/colecao,Ativo
REQ-05,Lotes operacionais,Batch,GetByIdAsync_LoadsBatchWithPlan,Unidade,Volume/colecao,Ativo
REQ-05,Lotes operacionais,Batch,CreateAsync_WithNullName_ReturnsNull,Unidade,Classe invalida,Ativo
REQ-05,Lotes operacionais,Batch,GetAllAsync_WithLargeBatchCount_ReturnsAll,Unidade,Volume/colecao,Ativo
REQ-05,Lotes operacionais,Batch,UpdateAsync_MultipleUpdates_AllApplied,Unidade,Volume/colecao,Ativo
REQ-03,Catalogo botanico,Herb,ImportCsv_WithValidRows_ImportsAndUpdates,Unidade,Caminho principal,Ativo
REQ-03,Catalogo botanico,Herb,ImportCsv_WithEmptyFile_ReturnsBadRequest,Unidade,Classe invalida,Ativo
REQ-03,Catalogo botanico,Herb,ImportCsv_WithInvalidCycleDays_ReturnsError,Unidade,Classe invalida,Ativo
REQ-03,Catalogo botanico,Herb,ImportCsv_WithDuplicateHerbs_UpdatesExisting,Unidade,Caminho principal,Ativo
REQ-03,Catalogo botanico,Herb,ImportXlsx_WithEmptySheet_ReturnsBadRequest,Unidade,Classe invalida,Ativo
REQ-03,Catalogo botanico,Herb,ImportXlsx_WithInvalidCycleDays_ReturnsError,Unidade,Classe invalida,Ativo
REQ-03,Catalogo botanico,Herb,GetHerb_ById_ReturnsHerb,Unidade,Caminho principal,Ativo
REQ-03,Catalogo botanico,Herb,GetHerb_ByInvalidId_ReturnsNotFound,Unidade,Classe invalida,Ativo
REQ-03,Catalogo botanico,Herb,GetAllHerbs_ReturnsAll,Unidade,Volume/colecao,Ativo
REQ-03,Catalogo botanico,Herb,CreateHerb_WithValidData_CreatesHerb,Unidade,Caminho principal,Ativo
REQ-03,Catalogo botanico,Herb,CreateHerb_WithMissingName_ReturnsBadRequest,Unidade,Classe invalida,Ativo
REQ-03,Catalogo botanico,Herb,UpdateHerb_WithValidData_UpdatesHerb,Unidade,Caminho principal,Ativo
REQ-03,Catalogo botanico,Herb,UpdateHerb_WithInvalidId_ReturnsNotFound,Unidade,Classe invalida,Ativo
REQ-03,Catalogo botanico,Herb,DeleteHerb_WithValidId_DeletesHerb,Unidade,Caminho principal,Ativo
REQ-03,Catalogo botanico,Herb,DeleteHerb_WithInvalidId_ReturnsNotFound,Unidade,Classe invalida,Ativo
REQ-03,Catalogo botanico,Herb,CreateHerb_WithNegativeCycleDays_ReturnsBadRequest,Unidade,Valor limite,Ativo
REQ-03,Catalogo botanico,Herb,CreateHerb_WithLongName_ReturnsBadRequest,Unidade,Classe invalida,Ignorado
REQ-03,Catalogo botanico,Herb,UpdateHerb_WithNullName_ReturnsBadRequest,Unidade,Classe invalida,Ativo
REQ-03,Catalogo botanico,Herb,GetHerbs_ByCategory_ReturnsFiltered,Unidade,Caminho principal,Ativo
REQ-03,Catalogo botanico,Herb,GetHerbs_ByOrigin_ReturnsFiltered,Unidade,Caminho principal,Ativo
REQ-03,Catalogo botanico,Herb,CreateHerb_WithNullScientificName_ReturnsBadRequest,Unidade,Classe invalida,Ativo
REQ-03,Catalogo botanico,Herb,CreateHerb_WithNullCategory_ReturnsBadRequest,Unidade,Classe invalida,Ativo
REQ-03,Catalogo botanico,Herb,CreateHerb_WithNullOrigin_ReturnsBadRequest,Unidade,Classe invalida,Ativo
REQ-03,Catalogo botanico,Herb,CreateHerb_WithZeroCycleDays_ReturnsBadRequest,Unidade,Valor limite,Ativo
REQ-03,Catalogo botanico,Herb,UpdateHerb_WithNegativeCycleDays_ReturnsBadRequest,Unidade,Valor limite,Ativo
REQ-03,Catalogo botanico,Herb,UpdateHerb_WithNullCategory_ReturnsBadRequest,Unidade,Classe invalida,Ativo
REQ-03,Catalogo botanico,Herb,UpdateHerb_WithNullOrigin_ReturnsBadRequest,Unidade,Classe invalida,Ativo
REQ-03,Catalogo botanico,Herb,UpdateHerb_WithZeroCycleDays_ReturnsBadRequest,Unidade,Valor limite,Ativo
REQ-03,Catalogo botanico,Herb,ImportCsv_WithMissingColumns_ReturnsBadRequest,Unidade,Classe invalida,Ativo
REQ-03,Catalogo botanico,Herb,ImportXlsx_WithValidRows_Imports,Unidade,Caminho principal,Ativo
REQ-03,Catalogo botanico,Herb,ImportXlsx_WithMissingColumns_ReturnsBadRequest,Unidade,Classe invalida,Ativo
REQ-03,Catalogo botanico,Herb,CreatePlan_WithValidRequest_CreatesPlan,Unidade,Caminho principal,Ativo
REQ-03,Catalogo botanico,Herb,CreatePlan_WithInvalidRequest_ReturnsBadRequest,Unidade,Classe invalida,Ignorado
REQ-03,Catalogo botanico,Herb,CreatePlan_With_InexistentHerb_ReturnsNotFound,Unidade,Classe invalida,Ignorado
REQ-06,Telemetria ambiental,Measurement,GetAllAsync_WithNoMeasurements_ReturnsEmptyList,Unidade,Classe invalida,Ativo
REQ-06,Telemetria ambiental,Measurement,GetByIdAsync_WithValidId_ReturnsMeasurement,Unidade,Caminho principal,Ativo
REQ-06,Telemetria ambiental,Measurement,CreateAsync_WithValidData_CreatesMeasurement,Unidade,Caminho principal,Ativo
REQ-06,Telemetria ambiental,Measurement,CreateAsync_WithInvalidBatchId_ReturnsNull,Unidade,Classe invalida,Ativo
REQ-06,Telemetria ambiental,Measurement,DeleteAsync_WithValidId_DeletesMeasurement,Unidade,Caminho principal,Ativo
REQ-06,Telemetria ambiental,Measurement,GetByBatchIdAsync_ReturnsMeasurementsForBatch,Unidade,Volume/colecao,Ativo
REQ-06,Telemetria ambiental,Measurement,GetByBatchIdAsync_WithMultipleBatches_OnlyReturnsBatchMeasurements,Unidade,Volume/colecao,Ativo
REQ-06,Telemetria ambiental,Measurement,CreateAsync_WithTemperatureInRange_Stored,Unidade,Valor limite,Ativo
REQ-06,Telemetria ambiental,Measurement,CreateAsync_WithVariousTemperatures_Stored (-50),Unidade,Valor limite,Ativo
REQ-06,Telemetria ambiental,Measurement,CreateAsync_WithVariousTemperatures_Stored (0),Unidade,Valor limite,Ativo
REQ-06,Telemetria ambiental,Measurement,CreateAsync_WithVariousTemperatures_Stored (15),Unidade,Valor limite,Ativo
REQ-06,Telemetria ambiental,Measurement,CreateAsync_WithVariousTemperatures_Stored (25),Unidade,Valor limite,Ativo
REQ-06,Telemetria ambiental,Measurement,CreateAsync_WithVariousTemperatures_Stored (50),Unidade,Valor limite,Ativo
REQ-06,Telemetria ambiental,Measurement,CreateAsync_WithVariousTemperatures_Stored (60),Unidade,Valor limite,Ativo
REQ-06,Telemetria ambiental,Measurement,CreateAsync_WithVariousHumidity_Stored (0),Unidade,Valor limite,Ativo
REQ-06,Telemetria ambiental,Measurement,CreateAsync_WithVariousHumidity_Stored (50),Unidade,Valor limite,Ativo
REQ-06,Telemetria ambiental,Measurement,CreateAsync_WithVariousHumidity_Stored (70),Unidade,Valor limite,Ativo
REQ-06,Telemetria ambiental,Measurement,CreateAsync_WithVariousHumidity_Stored (100),Unidade,Valor limite,Ativo
REQ-06,Telemetria ambiental,Measurement,CreateAsync_WithLowHumidity_Stored,Unidade,Caminho principal,Ativo
REQ-06,Telemetria ambiental,Measurement,CreateAsync_WithVariousLuminosity_Stored (0),Unidade,Valor limite,Ativo
REQ-06,Telemetria ambiental,Measurement,CreateAsync_WithVariousLuminosity_Stored (1000),Unidade,Valor limite,Ativo
REQ-06,Telemetria ambiental,Measurement,CreateAsync_WithVariousLuminosity_Stored (5000),Unidade,Valor limite,Ativo
REQ-06,Telemetria ambiental,Measurement,CreateAsync_WithVariousLuminosity_Stored (10000),Unidade,Valor limite,Ativo
REQ-06,Telemetria ambiental,Measurement,CreateAsync_WithLowLuminosity_Stored,Unidade,Valor limite,Ativo
REQ-06,Telemetria ambiental,Measurement,GetByBatchAndDateRangeAsync_ReturnsCorrectMeasurements,Unidade,Valor limite,Ativo
REQ-06,Telemetria ambiental,Measurement,GetByBatchAndDateRangeAsync_WithNoMeasurements_ReturnsEmptyList,Unidade,Valor limite,Ativo
REQ-06,Telemetria ambiental,Measurement,GetByBatchAndDateRangeAsync_OutsideDateRange_ReturnsNothing,Unidade,Valor limite,Ativo
REQ-06,Telemetria ambiental,Measurement,CreateAsync_WithMeasurementDateTime_Stored,Unidade,Caminho principal,Ativo
REQ-06,Telemetria ambiental,Measurement,CreateAsync_SetCreatedAtToNow,Unidade,Caminho principal,Ativo
